"RT_ID","SN_B","STOP_CD_B","SN_E","STOP_CD_E","DIST","LMT_SPD"
"VPCCSCU-N2","1","PACHO  ","15","PACHO  ","22976","40"
"VPCCSDB-N2","1","PACHO  ","25","PACHO  ","26757","40"
"VPCCSDI-N2","1","PACHO  ","26","PACHO  ","33741","40"
"VPCCSDO-N2","1","PACHO  ","24","PACHO  ","34690","40"
"VPCCSDR-N2","1","PACHO  ","27","PACHO  ","34476","40"
"VPCCSDX-N2","1","PACHO  ","28","PACHO  ","35327","40"
"VPCCSEB-N2","1","PACHO  ","15","PACHO  ","17841","40"
"VPCCSEL-N2","1","PACHO  ","15","PACHO  ","17142","40"
"VPCCSER-N2","1","PACHO  ","22","PACHO  ","24100","40"
"VPCCSES-N2","1","PACHO  ","34","PACHO  ","36016","40"
"VPCCSET-N1","1","PACHO  ","9","PACHO  ","16868","40"
"VPCCSJV-N2","1","PACHO  ","21","PACHO  ","25440","40"
"VPCCSMX-N2","1","PACHO  ","19","PACHO  ","29826","40"
"VPCCSNI-N2","1","PACHO  ","32","PACHO  ","38858","40"
"VPCCSP2-N2","1","PACHO  ","29","PACHO  ","28301","40"
"VPCCSP4-N2","1","PACHO  ","41","PACHO  ","44564","40"
"VPCCSP6-N2","1","PACHO  ","21","PACHO  ","31314","40"
"VPCCSPD-N2","1","PACHO  ","27","PACHO  ","33941","40"
"VPCCSPF-N2","1","PACHO  ","14","PACHO  ","17898","40"
"VPCCSPG-N2","1","PACHO  ","15","PACHO  ","29636","40"
"VPCCSSI-N2","1","PACHO  ","29","PACHO  ","28097","40"
"VPCCSSP-N2","1","PACHO  ","11","PACHO  ","19986","40"
"VPCCSTO-N2","1","PACHO  ","22","PACHO  ","33081","40"
"VPCCSVL-N2","1","PACHO  ","13","PACHO  ","22286","40"
"VPCCSXA-N2","1","PACHO  ","21","PACHO  ","25737","40"
"VPCICV-NA1","1","PACHO  ","12","PACHO  ","13349","40"
"VPCIE3-NA1","1","PACHO  ","13","PACHO  ","7628","40"
"VPCIE4-NA1","1","PACHO  ","11","PACHO  ","7916","40"
"VPCINA2-N1","1","PACHO  ","2","PACHO  ","779","40"
"VPCK99-NA2","1","PACHO  ","17","PACHO  ","11443","40"
"VPCKGE-NA2","1","PACHO  ","19","PACHO  ","11128","40"
"VPCKL2-NA1","1","PACHO  ","8","PACHO  ","6356","40"
"VPCKVR-NA2","1","PACHO  ","20","PACHO  ","11776","40"
"VPCKVV-NA1","1","PACHO  ","5","PACHO  ","4857","40"
"VPCLED-NA1","1","PACHO  ","3","PACHO  ","10666","40"
"VPCMA3-NA1","1","PACHO  ","8","PACHO  ","6698","40"
"VPCMCN-NA1","1","PACHO  ","7","PACHO  ","5897","40"
"VPCMKA3-N1","1","PACHO  ","8","PACHO  ","7521","40"
"VPCMKCN-N1","1","PACHO  ","7","PACHO  ","6720","40"
"VPCMKE3-N1","1","PACHO  ","13","PACHO  ","8451","40"
"VPCMKE4-N1","1","PACHO  ","11","PACHO  ","8739","40"
"VPCMKGE-N1","1","PACHO  ","19","PACHO  ","11951","40"
"VPCMKL2-N1","1","PACHO  ","8","PACHO  ","7179","40"
"VPCMKVV-N1","1","PACHO  ","5","PACHO  ","5680","40"
"VPCMMS-NA2","1","ES12O2A","23","ES12O2A","13368","60"
"VPCMOAL-N1","1","PACHO  ","7","PACHO  ","7112","40"
"VPCMOEM-N1","1","PACHO  ","5","PACHO  ","4613","40"
"VPCMOMC-N1","1","PACHO  ","5","PACHO  ","4228","40"
"VPCNAC-NA2","1","PACHO  ","6","PACHO  ","18028","40"
"VPCNAE-NA2","1","PACHO  ","6","PACHO  ","18252","40"
"VPCNAZ-NA2","1","PACHO  ","21","PACHO  ","25651","40"
"VPCNBN-NA2","1","PACHO  ","6","PACHO  ","29350","40"
"VPCNCH-NA2","1","PACHO  ","25","PACHO  ","43095","40"
"VPCNE1-NA2","1","PACHO  ","6","PACHO  ","27922","40"
"VPCNEA-NA2","1","PACHO  ","28","PACHO  ","27636","40"
"VPCNEC-NA2","1","PACHO  ","18","PACHO  ","23636","40"
"VPCNEP-NA2","1","PACHO  ","13","PACHO  ","21397","40"
"VPCNER-NA2","1","PACHO  ","10","PACHO  ","30639","40"
"VPCNJV-NA2","1","PACHO  ","8","PACHO  ","30331","40"
"VPCNLA-NA2","1","PACHO  ","5","PACHO  ","18424","40"
"VPCNLR-NA2","1","PACHO  ","6","PACHO  ","27950","40"
"VPCNM1-NA2","1","PACHO  ","10","PACHO  ","20969","40"
"VPCNP2-NA2","1","PACHO  ","16","PACHO  ","33271","40"
"VPCNP7-NA2","1","PACHO  ","6","PACHO  ","19305","40"
"VPCNPB-NA2","1","PACHO  ","18","PACHO  ","23706","40"
"VPCNPN-NA2","1","PACHO  ","5","PACHO  ","19065","40"
"VPCNPO-NA2","1","PACHO  ","5","PACHO  ","17861","40"
"VPCNPP-NA2","1","PACHO  ","6","PACHO  ","27712","40"
"VPCNPS-NA2","1","PACHO  ","8","PACHO  ","19304","40"
"VPCNS1-NA2","1","PACHO  ","7","PACHO  ","19439","40"
"VPCNS7-NA2","1","PACHO  ","45","PACHO  ","36367","40"
"VPCNSB-NA2","1","PACHO  ","6","PACHO  ","17511","40"
"VPCNSI-NA2","1","PACHO  ","18","PACHO  ","33152","40"
"VPCNST-NA2","1","PACHO  ","13","PACHO  ","21191","40"
"VPCNTE-NA2","1","PACHO  ","14","PACHO  ","21718","40"
"VPCNV1-NA2","1","PACHO  ","10","PACHO  ","20798","40"
"VPCNVE-NA2","1","PACHO  ","7","PACHO  ","18378","40"
"VPCNXA-NA2","1","PACHO  ","9","PACHO  ","30709","40"
"VPCOEM-NA1","1","PACHO  ","6","PACHO  ","3769","40"
"VPCOMC-NA1","1","PACHO  ","6","PACHO  ","3405","40"
"VPCOPH-NA1","1","PACHO  ","3","PACHO  ","6287","40"
"VPCOTPH-N1","1","PACHO  ","3","PACHO  ","6287","40"
"VPCSBV-NA2","1","PACHO  ","9","PACHO  ","14148","40"
"VPCSC1-CR2","1","PACHO  ","16","PACHO  ","24320","40"
"VPCSCA-NA2","1","PACHO  ","18","PACHO  ","29416","40"
"VPCSCE-NA2","1","PACHO  ","10","PACHO  ","14742","40"
"VPCSCP-CR2","1","PACHO  ","27","PACHO  ","27432","40"
"VPCSCU-CR2","1","PACHO  ","15","PACHO  ","22976","40"
"VPCSDB-CR2","1","PACHO  ","25","PACHO  ","26757","40"
"VPCSDI-NA2","1","PACHO  ","26","PACHO  ","33741","40"
"VPCSDO-NA2","1","PACHO  ","24","PACHO  ","34690","40"
"VPCSDR-NA2","1","PACHO  ","27","PACHO  ","34476","40"
"VPCSDX-NA2","1","PACHO  ","28","PACHO  ","35327","40"
"VPCSEB-NA2","1","PACHO  ","15","PACHO  ","17841","40"
"VPCSEL-NA2","1","PACHO  ","15","PACHO  ","17142","40"
"VPCSES-NA2","1","PACHO  ","34","PACHO  ","36016","40"
"VPCSET-NA1","1","PACHO  ","9","PACHO  ","16868","40"
"VPCSMX-NA2","1","PACHO  ","19","PACHO  ","29826","40"
"VPCSNI-NA2","1","PACHO  ","32","PACHO  ","38858","40"
"VPCSP4-NA2","1","PACHO  ","41","PACHO  ","44564","40"
"VPCSP6-NA2","1","PACHO  ","21","PACHO  ","31314","40"
"VPCSPD-NA2","1","PACHO  ","27","PACHO  ","33941","40"
"VPCSPF-NA2","1","PACHO  ","14","PACHO  ","17898","40"
"VPCSPG-NA2","1","PACHO  ","15","PACHO  ","29636","40"
"VPCSSP-LB2","1","PACHO  ","11","PACHO  ","19986","40"
"VPCSTO-NA2","1","PACHO  ","22","PACHO  ","33081","40"
"VPCSVL-CR2","1","PACHO  ","13","PACHO  ","22286","40"
"VPCTK99-N2","1","SSMTM3A","17","1","11443",
"VPCTKVR-P2","1","PACHO  ","20","PACHO  ","12599","40"
"VPCTMMS-N1","1","PACHO  ","23","PACHO  ","13864","40"
"VPCVBCV-N1","1","PACHO  ","10","PACHO  ","10499","40"
"VPCZA2-NA1","1","PACHO  ","2","PACHO  ","779","40"
"VPD599-NA2","1","PADON  ","39","PADON  ","21338","40"
"VPD5CP-NA2","1","PADON  ","17","PADON  ","9067","40"
"VPD5CU-NA2","1","PADON  ","22","PADON  ","13821","40"
"VPD5DB-NA2","1","PADON  ","21","PADON  ","11714","40"
"VPD5ER-NA2","1","PADON  ","20","PADON  ","10389","40"
"VPD5LR-NA2","1","PADON  ","23","PADON  ","13381","40"
"VPD5PP-NA2","1","PADON  ","30","PADON  ","16089","40"
"VPD5SP-NA2","1","PADON  ","27","PADON  ","15978","40"
"VPD5VL-NA2","1","PADON  ","28","PADON  ","13487","40"
"VPD6P2-NA2","1","PADON  ","19","PADON  ","8829","40"
"VPD6P6-NA2","1","PADON  ","18","PADON  ","7959","40"
"VPD6PG-NA2","1","PADON  ","12","PADON  ","6281","40"
"VPD6SI-NA2","1","PADON  ","20","PADON  ","9733","40"
"VPDBDI-NA2","1","PADON  ","2","PADON  ","548","40"
"VPDBDO-NA2","1","PADON  ","4","PADON  ","1194","40"
"VPDBDR-NA2","1","PADON  ","2","PADON  ","552","40"
"VPDBDX-NA2","1","PADON  ","3","PADON  ","1403","40"
"VPDBNI-NA2","1","PADON  ","7","PADON  ","4826","40"
"VPDBNT-NA2","1","PADON  ","2","PADON  ","973","40"
"VPDBP4-NA2","1","PADON  ","16","PADON  ","10532","40"
"VPDCACA-N2","1","PADON  ","6","PADON  ","4430","40"
"VPDCAES-N2","1","PADON  ","14","PADON  ","5986","40"
"VPDCAIH-N2","1","PADON  ","14","PADON  ","9238","40"
"VPDCAMX-N2","1","PADON  ","9","PADON  ","4840","40"
"VPDCATO-N2","1","PADON  ","4","PADON  ","2274","40"
"VPDCNPB-N2","1","PADON  ","24","PADON  ","26818","40"
"VPDCNPO-N2","1","PADON  ","11","PADON  ","21236","40"
"VPDCSA3-N1","1","PADON  ","30","PADON  ","29886","40"
"VPDCSAL-N1","1","PADON  ","29","PADON  ","34582","40"
"VPDCSBV-N2","1","PADON  ","19","PADON  ","21521","40"
"VPDCSC5-N1","1","PADON  ","22","PADON  ","27477","40"
"VPDCSCE-N2","1","PADON  ","19","PADON  ","21002","40"
"VPDCSCN-N1","1","PADON  ","28","PADON  ","29085","40"
"VPDCSCV-N1","1","PADON  ","22","PADON  ","27126","40"
"VPDCSEB-N2","1","PADON  ","27","PADON  ","23362","40"
"VPDCSEL-N2","1","PADON  ","28","PADON  ","23505","40"
"VPDCSEM-N1","1","PADON  ","27","PADON  ","29603","40"
"VPDCSET-N1","1","PADON  ","26","PADON  ","22417","40"
"VPDCSL2-N1","1","PADON  ","28","PADON  ","29508","40"
"VPDCSMC-R1","1","PADON  ","27","PADON  ","29616","40"
"VPDCSPC-N1","1","PADON  ","28","PADON  ","33746","40"
"VPDCSPH-N1","1","PADON  ","28","PADON  ","32442","40"
"VPDCSPU-N1","1","PADON  ","23","PADON  ","27439","40"
"VPDCSVV-N1","1","PADON  ","24","PADON  ","28800","40"
"VPDDAC1-N2","1","PADON  ","23","PADON  ","12782","40"
"VPDDAJ2-N2","1","PADON  ","26","PADON  ","14109","40"
"VPDDAJV-N2","1","PADON  ","23","PADON  ","11682","40"
"VPDDDE1-N2","1","PADON  ","23","PADON  ","13256","40"
"VPDDE1-NA2","1","PADON  ","23","PADON  ","13256","40"
"VPDECA-NA2","1","PADON  ","6","PADON  ","4430","40"
"VPDEES-NA2","1","PADON  ","14","PADON  ","5986","40"
"VPDEIH-NA2","1","PADON  ","14","PADON  ","9238","40"
"VPDEMX-NA2","1","PADON  ","9","PADON  ","4840","40"
"VPDETO-NA2","1","PADON  ","4","PADON  ","2274","40"
"VPDNPB-NA2","1","MILTK2A","24","MILTK2A","26818","60"
"VPDNPO-NA2","1","PADON  ","11","PADON  ","21236","40"
"VPDPADI-N2","1","PADON  ","2","PADON  ","548","40"
"VPDPADO-N2","1","PADON  ","4","PADON  ","1194","40"
"VPDPADR-N2","1","PADON  ","2","PADON  ","552","40"
"VPDPADX-N2","1","PADON  ","3","PADON  ","1403","40"
"VPDPANI-R2","1","PADON  ","7","PADON  ","4826","40"
"VPDPANT-R2","1","PADON  ","2","PADON  ","973","40"
"VPDPAP4-N2","1","PADON  ","16","PADON  ","10532","40"
"VPDPD99-N2","1","PADON  ","39","PADON  ","21338","40"
"VPDPDCP-N2","1","PADON  ","17","PADON  ","9067","40"
"VPDPDCU-N2","1","PADON  ","22","PADON  ","13821","40"
"VPDPDDB-N2","1","PADON  ","21","PADON  ","11714","40"
"VPDPDER-N2","1","PADON  ","20","PADON  ","10389","40"
"VPDPDLR-N2","1","PADON  ","23","PADON  ","13381","40"
"VPDPDPP-N2","1","PADON  ","30","PADON  ","16089","40"
"VPDPDSP-N2","1","PADON  ","27","PADON  ","15978","40"
"VPDPDVL-N2","1","PADON  ","28","PADON  ","13487","40"
"VPDPJP2-N2","1","PADON  ","19","PADON  ","8829","40"
"VPDPJP6-N2","1","PADON  ","18","PADON  ","7959","40"
"VPDPJPG-N2","1","PADON  ","12","PADON  ","6281","40"
"VPDPJSI-N2","1","PADON  ","20","PADON  ","9733","40"
"VPDSA3-PT1","1","PADON  ","30","PADON  ","29886","40"
"VPDSAL-PT1","1","PADON  ","29","PADON  ","34582","40"
"VPDSBV-NA2","1","PADON  ","19","PADON  ","21521","40"
"VPDSC5-PT1","1","PADON  ","22","PADON  ","27477","40"
"VPDSCE-NA2","1","PADON  ","19","PADON  ","21002","40"
"VPDSCN-PT1","1","PADON  ","28","PADON  ","29085","40"
"VPDSCV-NA1","1","PADON  ","22","PADON  ","27126","40"
"VPDSEB-NA2","1","PADON  ","27","PADON  ","23362","40"
"VPDSEL-NA2","1","PADON  ","28","PADON  ","23505","40"
"VPDSEM-NA1","1","PADON  ","27","PADON  ","29603","40"
"VPDSET-NA1","1","PADON  ","26","PADON  ","22417","40"
"VPDSL2-PT1","1","PADON  ","28","PADON  ","29508","40"
"VPDSMC-PT1","1","PADON  ","27","PADON  ","29616","40"
"VPDSPC-PT1","1","PADON  ","28","PADON  ","33746","40"
"VPDSPH-PT1","1","PADON  ","28","PADON  ","32442","40"
"VPDSPU-PT1","1","PADON  ","23","PADON  ","27439","40"
"VPDSVV-PT1","1","PADON  ","24","PADON  ","28800","40"
"VPDUC1-NA2","1","PADON  ","23","PADON  ","12782","40"
"VPDUJ2-NA2","1","PADON  ","26","PADON  ","14109","40"
"VPDUJV-NA2","1","PADON  ","23","PADON  ","11682","40"
"VPH2A2-NA1","1","PACUR  ","3","PACUR  ","5044","40"
"VPH4PU-NA1","1","PACUR  ","7","PACUR  ","7716","40"
"VPH8E3-NA1","1","PACUR  ","7","PACUR  ","9148","40"
"VPH8E4-NA1","1","PACUR  ","6","PACUR  ","8167","40"
"VPH8EM-NA1","1","PACUR  ","5","PACUR  ","5449","40"
"VPHAAED-N1","1","PACUR  ","2","PACUR  ","7281","40"
"VPHC5C5-N1","1","PACUR  ","6","PACUR  ","5269","40"
"VPHCC5-NA1","1","PACUR  ","6","PACUR  ","5269","40"
"VPHCLA2-N1","1","PACUR  ","3","PACUR  ","5044","40"
"VPHCNAC-N2","1","PACUR  ","5","PACUR  ","14650","40"
"VPHCNAE-N2","1","PACUR  ","5","PACUR  ","14874","40"
"VPHCNAZ-N2","1","PACUR  ","19","PACUR  ","22867","40"
"VPHCNBN-N2","1","PACUR  ","4","PACUR  ","26688","40"
"VPHCNC6-P2","1","PACUR  ","15","PACUR  ","32960","40"
"VPHCNCH-P2","1","PACUR  ","22","PACUR  ","39593","40"
"VPHCNE1-N2","1","PACUR  ","5","PACUR  ","24645","40"
"VPHCNE2-N2","1","PACUR  ","8","PACUR  ","26903","40"
"VPHCNEA-N2","1","PACUR  ","26","PACUR  ","24852","40"
"VPHCNEC-P2","1","PACUR  ","16","PACUR  ","20852","40"
"VPHCNEP-P2","1","PACUR  ","12","PACUR  ","18019","40"
"VPHCNER-N2","1","PACUR  ","9","PACUR  ","27261","40"
"VPHCNLA-N2","1","PACUR  ","4","PACUR  ","15046","40"
"VPHCNLI-N2","1","PACUR  ","8","PACUR  ","26859","40"
"VPHCNLR-N2","1","PACUR  ","5","PACUR  ","24673","40"
"VPHCNM1-N2","1","PACUR  ","9","PACUR  ","17591","40"
"VPHCNP2-P2","1","PACUR  ","15","PACUR  ","29893","40"
"VPHCNP7-P2","1","PACUR  ","5","PACUR  ","15927","40"
"VPHCNPB-N2","1","PACUR  ","17","PACUR  ","20328","40"
"VPHCNPJ-P1","1","PACUR  ","4","PACUR  ","19448","40"
"VPHCNPN-P2","1","PACUR  ","4","PACUR  ","15687","40"
"VPHCNPO-P2","1","PACUR  ","4","PACUR  ","14483","40"
"VPHCNPP-N2","1","PACUR  ","5","PACUR  ","24334","40"
"VPHCNPS-N2","1","PACUR  ","7","PACUR  ","15926","40"
"VPHCNS1-N2","1","PACUR  ","5","PACUR  ","16097","40"
"VPHCNS7-P2","1","PACUR  ","43","PACUR  ","33583","40"
"VPHCNSB-P2","1","PACUR  ","4","PACUR  ","14727","40"
"VPHCNSI-P2","1","PACUR  ","15","PACUR  ","29845","40"
"VPHCNST-P2","1","PACUR  ","10","PACUR  ","17573","40"
"VPHCNTE-N2","1","PACUR  ","12","PACUR  ","18305","40"
"VPHCNTR-N2","1","POLIC1A","13","POLIC1A","18994","30"
"VPHCNV1-N2","1","PACUR  ","6","PACUR  ","17986","40"
"VPHCNVE-N2","1","PACUR  ","6","PACUR  ","15000","40"
"VPHCNXA-N2","1","PACUR  ","8","PACUR  ","27432","40"
"VPHCOPU-P1","1","PACUR  ","7","PACUR  ","7716","40"
"VPHCSBI-N2","1","PACUR  ","14","PACUR  ","18130","40"
"VPHCSBR-N2","1","PACUR  ","13","PACUR  ","17416","40"
"VPHCSBV-N2","1","PACUR  ","11","PACUR  ","14553","40"
"VPHCSC1-N2","1","PACUR  ","12","PACUR  ","24409","40"
"VPHCSCA-N2","1","PACUR  ","22","PACUR  ","30841","40"
"VPHCSCE-N2","1","PACUR  ","12","PACUR  ","15147","40"
"VPHCSCP-N2","1","PACUR  ","17","PACUR  ","23218","40"
"VPHCSCU-P2","1","PACUR  ","11","PACUR  ","23340","40"
"VPHCSDB-N2","1","PACUR  ","13","PACUR  ","26291","40"
"VPHCSDI-N2","1","PACUR  ","28","PACUR  ","34146","40"
"VPHCSDO-P2","1","PACUR  ","26","PACUR  ","35095","40"
"VPHCSDR-N2","1","PACUR  ","29","PACUR  ","34881","40"
"VPHCSDX-N2","1","PACUR  ","25","PACUR  ","35304","40"
"VPHCSEB-N2","1","PACUR  ","14","PACUR  ","18163","40"
"VPHCSEL-P2","1","PACUR  ","17","PACUR  ","17547","40"
"VPHCSES-N2","1","PACUR  ","36","PACUR  ","36421","40"
"VPHCSET-N1","1","PACUR  ","11","PACUR  ","17273","40"
"VPHCSJ2-P2","1","PACUR  ","10","PACUR  ","24536","40"
"VPHCSJV-N2","1","PACUR  ","23","PACUR  ","25845","40"
"VPHCSMX-N2","1","PACUR  ","23","PACUR  ","31251","40"
"VPHCSNI-N2","1","PACUR  ","34","PACUR  ","39263","40"
"VPHCSP4-N2","1","PACUR  ","43","PACUR  ","44969","40"
"VPHCSP6-P2","1","PACUR  ","21","PACUR  ","31171","40"
"VPHCSPD-P2","1","PACUR  ","29","PACUR  ","34346","40"
"VPHCSPF-N2","1","PACUR  ","15","PACUR  ","18303","40"
"VPHCSPG-N2","1","PACUR  ","16","PACUR  ","30041","40"
"VPHCSSP-N2","1","PACUR  ","10","PACUR  ","20367","40"
"VPHCSTO-N2","1","PACUR  ","19","PACUR  ","33058","40"
"VPHCSVL-P2","1","PACUR  ","15","PACUR  ","30452","40"
"VPHICV-NA1","1","PACUR  ","5","PACUR  ","7311","40"
"VPHK99-NA2","1","PACUR  ","18","PACUR  ","9504","40"
"VPHKCN-NA1","1","PACUR  ","5","PACUR  ","3897","40"
"VPHKGE-NA2","1","PACUR  ","17","PACUR  ","9128","40"
"VPHKL2-NA1","1","PACUR  ","6","PACUR  ","4356","40"
"VPHKVR-NA2","1","PACUR  ","18","PACUR  ","9776","40"
"VPHKVV-NA1","1","PACUR  ","3","PACUR  ","2857","40"
"VPHLED-NA1","1","PACUR  ","2","PACUR  ","7281","40"
"VPHMA3-NA1","1","PACUR  ","6","PACUR  ","4698","40"
"VPHMMS-NA2","1","PACUR  ","12","PACUR  ","11813","40"
"VPHNAC-NA2","1","PACUR  ","5","PACUR  ","14650","40"
"VPHNAE-NA2","1","PACUR  ","5","PACUR  ","14874","40"
"VPHNAZ-NA2","1","PACUR  ","19","PACUR  ","22867","40"
"VPHNBN-NA2","1","PACUR  ","4","PACUR  ","26688","40"
"VPHNCH-NA2","1","PACUR  ","22","PACUR  ","39593","40"
"VPHNE1-NA2","1","PACUR  ","5","PACUR  ","24645","40"
"VPHNE2-NA2","1","PACUR  ","8","PACUR  ","26903","40"
"VPHNEA-NA2","1","PACUR  ","26","PACUR  ","24852","40"
"VPHNEC-NA2","1","PACUR  ","16","PACUR  ","20852","40"
"VPHNEP-NA2","1","PACUR  ","12","PACUR  ","18019","40"
"VPHNER-NA2","1","PACUR  ","9","PACUR  ","27261","40"
"VPHNLA-NA2","1","PACUR  ","4","PACUR  ","15046","40"
"VPHNLI-NA2","1","PACUR  ","8","PACUR  ","26859","40"
"VPHNLR-NA2","1","PACUR  ","5","PACUR  ","24673","40"
"VPHNM1-NA2","1","PACUR  ","9","PACUR  ","17591","40"
"VPHNP2-NA2","1","PACUR  ","15","PACUR  ","29893","40"
"VPHNP7-NA2","1","PACUR  ","5","PACUR  ","15927","40"
"VPHNPB-NA2","1","PACUR  ","17","PACUR  ","20328","40"
"VPHNPN-NA2","1","PACUR  ","4","PACUR  ","15687","40"
"VPHNPO-NA2","1","PACUR  ","4","PACUR  ","14483","40"
"VPHNPP-NA2","1","PACUR  ","5","PACUR  ","24334","40"
"VPHNPS-NA2","1","PACUR  ","7","PACUR  ","15926","40"
"VPHNS1-NA2","1","PACUR  ","5","PACUR  ","16097","40"
"VPHNS7-NA2","1","PACUR  ","43","PACUR  ","33583","40"
"VPHNSB-NA2","1","PACUR  ","4","PACUR  ","14727","40"
"VPHNSI-NA2","1","PACUR  ","15","PACUR  ","29845","40"
"VPHNST-NA2","1","PACUR  ","10","PACUR  ","17573","40"
"VPHNTE-NA2","1","PACUR  ","12","PACUR  ","18305","40"
"VPHNTR-NA2","1","PACUR  ","13","PACUR  ","18994","40"
"VPHNV1-NA2","1","PACUR  ","6","PACUR  ","17986","40"
"VPHNVE-NA2","1","PACUR  ","6","PACUR  ","15000","40"
"VPHNXA-NA2","1","PACUR  ","8","PACUR  ","27432","40"
"VPHOAL-NA1","1","PACUR  ","2","PACUR  ","3704","40"
"VPHOMC-NA1","1","PACUR  ","5","PACUR  ","5085","40"
"VPHOPC-NA1","1","PACUR  ","9","PACUR  ","5614","40"
"VPHOPT-NA1","1","PACUR  ","10","PACUR  ","8774","40"
"VPHOTAL-N1","1","PACUR  ","2","PACUR  ","3704","40"
"VPHOTMC-N1","1","PACUR  ","5","PACUR  ","5085","40"
"VPHOTPC-N1","1","PACUR  ","9","PACUR  ","5614","40"
"VPHOTPT-N1","1","PACUR  ","10","PACUR  ","8774","40"
"VPHSBI-NA2","1","PACUR  ","14","PACUR  ","18130","40"
"VPHSBR-NA2","1","COPCS3A","13","COPCS3A","17416","40"
"VPHSBV-NA2","1","PACUR  ","11","PACUR  ","14553","40"
"VPHSC1-CR2","1","PACUR  ","12","PACUR  ","24409","40"
"VPHSCA-NA2","1","PACUR  ","22","PACUR  ","30841","40"
"VPHSCE-NA2","1","PACUR  ","12","PACUR  ","15147","40"
"VPHSCP-CR2","1","PACUR  ","17","PACUR  ","23218","40"
"VPHSCU-CR2","1","PACUR  ","11","PACUR  ","23340","40"
"VPHSDB-CR2","1","PACUR  ","13","PACUR  ","26291","40"
"VPHSDI-NA2","1","PACUR  ","28","PACUR  ","34146","40"
"VPHSDO-NA2","1","PACUR  ","26","PACUR  ","35095","40"
"VPHSDR-NA2","1","PACUR  ","29","PACUR  ","34881","40"
"VPHSDX-NA2","1","PACUR  ","25","PACUR  ","35304","40"
"VPHSEB-NA2","1","PACUR  ","14","PACUR  ","18163","40"
"VPHSEL-NA2","1","PACUR  ","17","PACUR  ","17547","40"
"VPHSES-NA2","1","PACUR  ","36","PACUR  ","36421","40"
"VPHSET-NA1","1","PACUR  ","11","PACUR  ","17273","40"
"VPHSJ2-CR2","1","PACUR  ","10","PACUR  ","24536","40"
"VPHSJV-CR2","1","PACUR  ","23","PACUR  ","25845","40"
"VPHSMX-NA2","1","PACUR  ","23","PACUR  ","31251","40"
"VPHSNI-NA2","1","PACUR  ","34","PACUR  ","39263","40"
"VPHSP4-NA2","1","PACUR  ","43","PACUR  ","44969","40"
"VPHSP6-NA2","1","PACUR  ","21","PACUR  ","31171","40"
"VPHSPD-NA2","1","PACUR  ","29","PACUR  ","34346","40"
"VPHSPF-NA2","1","PACUR  ","15","PACUR  ","18303","40"
"VPHSPG-NA2","1","PACUR  ","16","PACUR  ","30041","40"
"VPHSSP-LB2","1","PACUR  ","10","PACUR  ","20367","40"
"VPHSTO-NA2","1","PACUR  ","19","PACUR  ","33058","40"
"VPHSVL-CR2","1","PACUR  ","15","PACUR  ","30452","40"
"VPHTAE3-P1","1","PACUR  ","7","PACUR  ","9148","40"
"VPHTAE4-N1","1","PACUR  ","6","PACUR  ","8167","40"
"VPHTAEM-N1","1","PACUR  ","5","PACUR  ","5449","40"
"VPHTK99-N2","1","PACUR  ","18","PACUR  ","9504","40"
"VPHTKCN-N1","1","PACUR  ","5","PACUR  ","3897","40"
"VPHTKGE-N2","1","PACUR  ","17","PACUR  ","9128","40"
"VPHTKL2-N1","1","PACUR  ","6","PACUR  ","4356","40"
"VPHTKVR-P2","1","PACUR  ","18","PACUR  ","9776","40"
"VPHTKVV-P1","1","PACUR  ","3","PACUR  ","2857","40"
"VPHTMA3-P1","1","PACUR  ","6","PACUR  ","4698","40"
"VPHTMMS-N2","1","PACUR  ","12","PACUR  ","11813","40"
"VPHVBCV-N1","1","PACUR  ","5","PACUR  ","7311","40"
"VPJCNAC-N2","1","PACAF  ","7","PACAF  ","12151","60"
"VPJCNAL-N1","1","PACAF  ","4","PACAF  ","16170","60"
"VPJCNGE-N2","1","PACAF  ","14","PACAF  ","15845","60"
"VPJCNPH-N1","1","PACAF  ","4","PACAF  ","13628","60"
"VPJCNPO-N2","1","PACAF  ","6","PACAF  ","11984","60"
"VPKINGO-N2","1","PAACO  ","3","PAACO  ","3316","60"
"VPKTKPB-N2","1","PAACO  ","54","PAACO  ","62650","60"
"VPKZGO-NA2","1","PAACO  ","3","PAACO  ","3316","60"
"VPMBDO-NA2","1","PAMEG  ","7","PAMEG  ","4324","60"
"VPMBDR-NA2","1","PAMEG  ","5","PAMEG  ","3682","60"
"VPMBDX-NA2","1","PAMEG  ","6","PAMEG  ","4533","60"
"VPMBNI-NA2","1","PAMEG  ","7","PAMEG  ","4332","60"
"VPMBP4-NA2","1","PAMEG  ","16","PAMEG  ","10038","60"
"VPMCACA-N2","1","PAMEG  ","9","PAMEG  ","7560","60"
"VPMCAES-N2","1","PAMEG  ","17","PAMEG  ","9116","60"
"VPMECA-NA2","1","PAMEG  ","9","PAMEG  ","7560","60"
"VPMEES-NA2","1","PAMEG  ","17","PAMEG  ","9116","60"
"VPMPADO-N2","1","PAMEG  ","7","PAMEG  ","4324","60"
"VPMPADR-N2","1","PAMEG  ","5","PAMEG  ","3682","60"
"VPMPADX-N2","1","PAMEG  ","6","PAMEG  ","4533","60"
"VPMPANI-N2","1","PAMEG  ","7","PAMEG  ","4332","60"
